City,country,source,wikipedia_url
Babenhausen,Germany,list,https://en.wikipedia.org/wiki/Babenhausen_(Hesse)
Bacharach,Germany,list,https://en.wikipedia.org/wiki/Bacharach
Backnang,Germany,list,https://en.wikipedia.org/wiki/Backnang
Bad Aibling,Germany,list,https://en.wikipedia.org/wiki/Bad_Aibling
Bad Arolsen,Germany,list,https://en.wikipedia.org/wiki/Bad_Arolsen
Bad Belzig,Germany,list,https://en.wikipedia.org/wiki/Bad_Belzig
Bad Bentheim,Germany,list,https://en.wikipedia.org/wiki/Bad_Bentheim
Bad Bergzabern,Germany,list,https://en.wikipedia.org/wiki/Bad_Bergzabern
Bad Berka,Germany,list,https://en.wikipedia.org/wiki/Bad_Berka
Bad Berleburg,Germany,list,https://en.wikipedia.org/wiki/Bad_Berleburg
Bad Berneck im Fichtelgebirge,Germany,list,https://en.wikipedia.org/wiki/Bad_Berneck_im_Fichtelgebirge
Bad Bevensen,Germany,list,https://en.wikipedia.org/wiki/Bad_Bevensen
Bad Bibra,Germany,list,https://en.wikipedia.org/wiki/Bad_Bibra
Bad Blankenburg,Germany,list,https://en.wikipedia.org/wiki/Bad_Blankenburg
Bad Bramstedt,Germany,list,https://en.wikipedia.org/wiki/Bad_Bramstedt
Bad Breisig,Germany,list,https://en.wikipedia.org/wiki/Bad_Breisig
Bad Brückenau,Germany,list,https://en.wikipedia.org/wiki/Bad_Br%C3%BCckenau
Bad Buchau,Germany,list,https://en.wikipedia.org/wiki/Bad_Buchau
Bad Camberg,Germany,list,https://en.wikipedia.org/wiki/Bad_Camberg
Bad Doberan,Germany,list,https://en.wikipedia.org/wiki/Bad_Doberan
Bad Driburg,Germany,list,https://en.wikipedia.org/wiki/Bad_Driburg
Bad Düben,Germany,list,https://en.wikipedia.org/wiki/Bad_D%C3%BCben
Bad Dürkheim,Germany,list,https://en.wikipedia.org/wiki/Bad_D%C3%BCrkheim
Bad Dürrenberg,Germany,list,https://en.wikipedia.org/wiki/Bad_D%C3%BCrrenberg
Bad Dürrheim,Germany,list,https://en.wikipedia.org/wiki/Bad_D%C3%BCrrheim
Bad Elster,Germany,list,https://en.wikipedia.org/wiki/Bad_Elster
Bad Ems,Germany,list,https://en.wikipedia.org/wiki/Bad_Ems
Bad Fallingbostel,Germany,list,https://en.wikipedia.org/wiki/Bad_Fallingbostel
Bad Freienwalde,Germany,list,https://en.wikipedia.org/wiki/Bad_Freienwalde_(Oder)
Bad Friedrichshall,Germany,list,https://en.wikipedia.org/wiki/Bad_Friedrichshall
Bad Gandersheim,Germany,list,https://en.wikipedia.org/wiki/Bad_Gandersheim
Bad Gottleuba-Berggießhübel,Germany,list,https://en.wikipedia.org/wiki/Bad_Gottleuba-Berggie%C3%9Fh%C3%BCbel
Bad Griesbach im Rottal,Germany,list,https://en.wikipedia.org/wiki/Bad_Griesbach_im_Rottal
Bad Harzburg,Germany,list,https://en.wikipedia.org/wiki/Bad_Harzburg
Bad Herrenalb,Germany,list,https://en.wikipedia.org/wiki/Bad_Herrenalb
Bad Hersfeld,Germany,list,https://en.wikipedia.org/wiki/Bad_Hersfeld
Bad Homburg vor der Höhe,Germany,list,https://en.wikipedia.org/wiki/Bad_Homburg_vor_der_H%C3%B6he
Bad Honnef,Germany,list,https://en.wikipedia.org/wiki/Bad_Honnef
Bad Hönningen,Germany,list,https://en.wikipedia.org/wiki/Bad_H%C3%B6nningen
Bad Iburg,Germany,list,https://en.wikipedia.org/wiki/Bad_Iburg
Bad Karlshafen,Germany,list,https://en.wikipedia.org/wiki/Bad_Karlshafen
Bad Kissingen,Germany,list,https://en.wikipedia.org/wiki/Bad_Kissingen
Bad König,Germany,list,https://en.wikipedia.org/wiki/Bad_K%C3%B6nig
Bad Königshofen im Grabfeld,Germany,list,https://en.wikipedia.org/wiki/Bad_K%C3%B6nigshofen_im_Grabfeld
Bad Köstritz,Germany,list,https://en.wikipedia.org/wiki/Bad_K%C3%B6stritz
Bad Kötzting,Germany,list,https://en.wikipedia.org/wiki/Bad_K%C3%B6tzting
Bad Kreuznach,Germany,list,https://en.wikipedia.org/wiki/Bad_Kreuznach
Bad Krozingen,Germany,list,https://en.wikipedia.org/wiki/Bad_Krozingen
Bad Laasphe,Germany,list,https://en.wikipedia.org/wiki/Bad_Laasphe
Bad Langensalza,Germany,list,https://en.wikipedia.org/wiki/Bad_Langensalza
Bad Lauchstädt,Germany,list,https://en.wikipedia.org/wiki/Bad_Lauchst%C3%A4dt
Bad Lausick,Germany,list,https://en.wikipedia.org/wiki/Bad_Lausick
Bad Lauterberg im Harz,Germany,list,https://en.wikipedia.org/wiki/Bad_Lauterberg_im_Harz
Bad Liebenstein,Germany,list,https://en.wikipedia.org/wiki/Bad_Liebenstein
Bad Liebenwerda,Germany,list,https://en.wikipedia.org/wiki/Bad_Liebenwerda
Bad Liebenzell,Germany,list,https://en.wikipedia.org/wiki/Bad_Liebenzell
Bad Lippspringe,Germany,list,https://en.wikipedia.org/wiki/Bad_Lippspringe
Bad Lobenstein,Germany,list,https://en.wikipedia.org/wiki/Bad_Lobenstein
Bad Marienberg,Germany,list,https://en.wikipedia.org/wiki/Bad_Marienberg
Bad Mergentheim,Germany,list,https://en.wikipedia.org/wiki/Bad_Mergentheim
Bad Münder am Deister,Germany,list,https://en.wikipedia.org/wiki/Bad_M%C3%BCnder_am_Deister
Bad Münstereifel,Germany,list,https://en.wikipedia.org/wiki/Bad_M%C3%BCnstereifel
Bad Muskau,Germany,list,https://en.wikipedia.org/wiki/Bad_Muskau
Bad Nauheim,Germany,list,https://en.wikipedia.org/wiki/Bad_Nauheim
Bad Nenndorf,Germany,list,https://en.wikipedia.org/wiki/Bad_Nenndorf
Bad Neuenahr-Ahrweiler,Germany,list,https://en.wikipedia.org/wiki/Bad_Neuenahr-Ahrweiler
Bad Neustadt an der Saale,Germany,list,https://en.wikipedia.org/wiki/Bad_Neustadt_an_der_Saale
Bad Oeynhausen,Germany,list,https://en.wikipedia.org/wiki/Bad_Oeynhausen
Bad Oldesloe,Germany,list,https://en.wikipedia.org/wiki/Bad_Oldesloe
Bad Orb,Germany,list,https://en.wikipedia.org/wiki/Bad_Orb
Bad Pyrmont,Germany,list,https://en.wikipedia.org/wiki/Bad_Pyrmont
Bad Rappenau,Germany,list,https://en.wikipedia.org/wiki/Bad_Rappenau
Bad Reichenhall,Germany,list,https://en.wikipedia.org/wiki/Bad_Reichenhall
Bad Rodach,Germany,list,https://en.wikipedia.org/wiki/Bad_Rodach
Bad Sachsa,Germany,list,https://en.wikipedia.org/wiki/Bad_Sachsa
Bad Säckingen,Germany,list,https://en.wikipedia.org/wiki/Bad_S%C3%A4ckingen
Bad Salzdetfurth,Germany,list,https://en.wikipedia.org/wiki/Bad_Salzdetfurth
Bad Salzuflen,Germany,list,https://en.wikipedia.org/wiki/Bad_Salzuflen
Bad Salzungen,Germany,list,https://en.wikipedia.org/wiki/Bad_Salzungen
Bad Saulgau,Germany,list,https://en.wikipedia.org/wiki/Bad_Saulgau
Bad Schandau,Germany,list,https://en.wikipedia.org/wiki/Bad_Schandau
Bad Schmiedeberg,Germany,list,https://en.wikipedia.org/wiki/Bad_Schmiedeberg
Bad Schussenried,Germany,list,https://en.wikipedia.org/wiki/Bad_Schussenried
Bad Schwalbach,Germany,list,https://en.wikipedia.org/wiki/Bad_Schwalbach
Bad Schwartau,Germany,list,https://en.wikipedia.org/wiki/Bad_Schwartau
Bad Segeberg,Germany,list,https://en.wikipedia.org/wiki/Bad_Segeberg
Bad Sobernheim,Germany,list,https://en.wikipedia.org/wiki/Bad_Sobernheim
Bad Soden am Taunus,Germany,list,https://en.wikipedia.org/wiki/Bad_Soden_am_Taunus
Bad Soden-Salmünster,Germany,list,https://en.wikipedia.org/wiki/Bad_Soden-Salm%C3%BCnster
Bad Sooden-Allendorf,Germany,list,https://en.wikipedia.org/wiki/Bad_Sooden-Allendorf
Bad Staffelstein,Germany,list,https://en.wikipedia.org/wiki/Bad_Staffelstein
Bad Sulza,Germany,list,https://en.wikipedia.org/wiki/Bad_Sulza
Bad Sülze,Germany,list,https://en.wikipedia.org/wiki/Bad_S%C3%BClze
Bad Teinach-Zavelstein,Germany,list,https://en.wikipedia.org/wiki/Bad_Teinach-Zavelstein
Bad Tennstedt,Germany,list,https://en.wikipedia.org/wiki/Bad_Tennstedt
Bad Tölz,Germany,list,https://en.wikipedia.org/wiki/Bad_T%C3%B6lz
Bad Urach,Germany,list,https://en.wikipedia.org/wiki/Bad_Urach
Bad Vilbel,Germany,list,https://en.wikipedia.org/wiki/Bad_Vilbel
Bad Waldsee,Germany,list,https://en.wikipedia.org/wiki/Bad_Waldsee
Bad Wildbad,Germany,list,https://en.wikipedia.org/wiki/Bad_Wildbad
Bad Wildungen,Germany,list,https://en.wikipedia.org/wiki/Bad_Wildungen
Bad Wilsnack,Germany,list,https://en.wikipedia.org/wiki/Bad_Wilsnack
Bad Wimpfen,Germany,list,https://en.wikipedia.org/wiki/Bad_Wimpfen
Bad Windsheim,Germany,list,https://en.wikipedia.org/wiki/Bad_Windsheim
Bad Wörishofen,Germany,list,https://en.wikipedia.org/wiki/Bad_W%C3%B6rishofen
Bad Wünnenberg,Germany,list,https://en.wikipedia.org/wiki/Bad_W%C3%BCnnenberg
Bad Wurzach,Germany,list,https://en.wikipedia.org/wiki/Bad_Wurzach
Baden-Baden,Germany,list,https://en.wikipedia.org/wiki/Baden-Baden
Baesweiler,Germany,list,https://en.wikipedia.org/wiki/Baesweiler
Baiersdorf,Germany,list,https://en.wikipedia.org/wiki/Baiersdorf
Balingen,Germany,list,https://en.wikipedia.org/wiki/Balingen
Ballenstedt,Germany,list,https://en.wikipedia.org/wiki/Ballenstedt
Balve,Germany,list,https://en.wikipedia.org/wiki/Balve
Bamberg,Germany,list,https://en.wikipedia.org/wiki/Bamberg
Barby,Germany,list,https://en.wikipedia.org/wiki/Barby_(Elbe)
Bargteheide,Germany,list,https://en.wikipedia.org/wiki/Bargteheide
Barmstedt,Germany,list,https://en.wikipedia.org/wiki/Barmstedt
Bärnau,Germany,list,https://en.wikipedia.org/wiki/B%C3%A4rnau
Barntrup,Germany,list,https://en.wikipedia.org/wiki/Barntrup
Barsinghausen,Germany,list,https://en.wikipedia.org/wiki/Barsinghausen
Barth,Germany,list,"https://en.wikipedia.org/wiki/Barth,_Germany"
Baruth/Mark,Germany,list,https://en.wikipedia.org/wiki/Baruth/Mark
Bassum,Germany,list,https://en.wikipedia.org/wiki/Bassum
Battenberg,Germany,list,"https://en.wikipedia.org/wiki/Battenberg,_Hesse"
Baumholder,Germany,list,https://en.wikipedia.org/wiki/Baumholder
Baunach,Germany,list,https://en.wikipedia.org/wiki/Baunach
Baunatal,Germany,list,https://en.wikipedia.org/wiki/Baunatal
Bautzen,Germany,list,https://en.wikipedia.org/wiki/Bautzen
Bayreuth,Germany,list,https://en.wikipedia.org/wiki/Bayreuth
Bebra,Germany,list,https://en.wikipedia.org/wiki/Bebra
Beckum,Germany,list,"https://en.wikipedia.org/wiki/Beckum,_Germany"
Bedburg,Germany,list,https://en.wikipedia.org/wiki/Bedburg
Beelitz,Germany,list,https://en.wikipedia.org/wiki/Beelitz_(Mark)
Beeskow,Germany,list,https://en.wikipedia.org/wiki/Beeskow
Beilngries,Germany,list,https://en.wikipedia.org/wiki/Beilngries
Beilstein,Germany,list,https://en.wikipedia.org/wiki/Beilstein_(W%C3%BCrttemberg)
Belgern-Schildau,Germany,list,https://en.wikipedia.org/wiki/Belgern-Schildau
Bendorf,Germany,list,https://en.wikipedia.org/wiki/Bendorf_am_Rhein
Bensheim,Germany,list,https://en.wikipedia.org/wiki/Bensheim
Berching,Germany,list,https://en.wikipedia.org/wiki/Berching
Berga-Wünschendorf,Germany,list,https://en.wikipedia.org/wiki/Berga-W%C3%BCnschendorf
Bergen,Germany,list,https://en.wikipedia.org/wiki/Bergen_(Landkreis_Celle)
Bergen auf Rügen,Germany,list,https://en.wikipedia.org/wiki/Bergen_auf_R%C3%BCgen
Bergheim,Germany,list,"https://en.wikipedia.org/wiki/Bergheim,_North_Rhine-Westphalia"
Bergisch Gladbach,Germany,list,https://en.wikipedia.org/wiki/Bergisch_Gladbach
Bergkamen,Germany,list,https://en.wikipedia.org/wiki/Bergkamen
Bergneustadt,Germany,list,https://en.wikipedia.org/wiki/Bergneustadt
Bernau bei Berlin,Germany,list,https://en.wikipedia.org/wiki/Bernau_bei_Berlin
Bernburg,Germany,list,https://en.wikipedia.org/wiki/Bernburg
Bernkastel-Kues,Germany,list,https://en.wikipedia.org/wiki/Bernkastel-Kues
Bernsdorf,Germany,list,"https://en.wikipedia.org/wiki/Bernsdorf,_Upper_Lusatia"
Bernstadt a. d. Eigen,Germany,list,https://en.wikipedia.org/wiki/Bernstadt_a._d._Eigen
Bersenbrück,Germany,list,https://en.wikipedia.org/wiki/Bersenbr%C3%BCck
Besigheim,Germany,list,https://en.wikipedia.org/wiki/Besigheim
Betzdorf,Germany,list,https://en.wikipedia.org/wiki/Betzdorf_(Sieg)
Betzenstein,Germany,list,https://en.wikipedia.org/wiki/Betzenstein
Beverungen,Germany,list,https://en.wikipedia.org/wiki/Beverungen
Bexbach,Germany,list,https://en.wikipedia.org/wiki/Bexbach
Biberach an der Riß,Germany,list,https://en.wikipedia.org/wiki/Biberach_an_der_Ri%C3%9F
Biedenkopf,Germany,list,https://en.wikipedia.org/wiki/Biedenkopf
Bielefeld,Germany,list,https://en.wikipedia.org/wiki/Bielefeld
Biesenthal,Germany,list,https://en.wikipedia.org/wiki/Biesenthal
Bietigheim-Bissingen,Germany,list,https://en.wikipedia.org/wiki/Bietigheim-Bissingen
Billerbeck,Germany,list,https://en.wikipedia.org/wiki/Billerbeck
Bingen am Rhein,Germany,list,https://en.wikipedia.org/wiki/Bingen_am_Rhein
Birkenfeld,Germany,list,https://en.wikipedia.org/wiki/Birkenfeld
Bischofsheim in der Rhön,Germany,list,https://en.wikipedia.org/wiki/Bischofsheim_an_der_Rh%C3%B6n
Bischofswerda,Germany,list,https://en.wikipedia.org/wiki/Bischofswerda
Bismark,Germany,list,https://en.wikipedia.org/wiki/Bismark_(Altmark)
Bitburg,Germany,list,https://en.wikipedia.org/wiki/Bitburg
Bitterfeld-Wolfen,Germany,list,https://en.wikipedia.org/wiki/Bitterfeld-Wolfen
Blankenburg,Germany,list,https://en.wikipedia.org/wiki/Blankenburg_(Harz)
Blankenhain,Germany,list,https://en.wikipedia.org/wiki/Blankenhain
Blaubeuren,Germany,list,https://en.wikipedia.org/wiki/Blaubeuren
Blaustein,Germany,list,https://en.wikipedia.org/wiki/Blaustein
Bleckede,Germany,list,https://en.wikipedia.org/wiki/Bleckede
Bleicherode,Germany,list,https://en.wikipedia.org/wiki/Bleicherode
Blieskastel,Germany,list,https://en.wikipedia.org/wiki/Blieskastel
Blomberg,Germany,list,https://en.wikipedia.org/wiki/Blomberg_(town)
Blumberg,Germany,list,https://en.wikipedia.org/wiki/Blumberg
Bobingen,Germany,list,https://en.wikipedia.org/wiki/Bobingen
Böblingen,Germany,list,https://en.wikipedia.org/wiki/B%C3%B6blingen
Bocholt,Germany,list,"https://en.wikipedia.org/wiki/Bocholt,_Germany"
Bochum,Germany,list,https://en.wikipedia.org/wiki/Bochum
Bockenem,Germany,list,https://en.wikipedia.org/wiki/Bockenem
Bodenwerder,Germany,list,https://en.wikipedia.org/wiki/Bodenwerder
Bogen,Germany,list,https://en.wikipedia.org/wiki/Bogen_(Stadt)
Böhlen,Germany,list,https://en.wikipedia.org/wiki/B%C3%B6hlen
Boizenburg,Germany,list,https://en.wikipedia.org/wiki/Boizenburg
Bonn,Germany,list,https://en.wikipedia.org/wiki/Bonn
Bonndorf im Schwarzwald,Germany,list,https://en.wikipedia.org/wiki/Bonndorf_im_Schwarzwald
Bönnigheim,Germany,list,https://en.wikipedia.org/wiki/B%C3%B6nnigheim
Bopfingen,Germany,list,https://en.wikipedia.org/wiki/Bopfingen
Boppard,Germany,list,https://en.wikipedia.org/wiki/Boppard
Borgentreich,Germany,list,https://en.wikipedia.org/wiki/Borgentreich
Borgholzhausen,Germany,list,https://en.wikipedia.org/wiki/Borgholzhausen
Borken,Germany,list,"https://en.wikipedia.org/wiki/Borken,_North_Rhine-Westphalia"
Borkum,Germany,list,https://en.wikipedia.org/wiki/Borkum
Borna,Germany,list,"https://en.wikipedia.org/wiki/Borna,_Leipzig"
Bornheim,Germany,list,https://en.wikipedia.org/wiki/Bornheim_(Rheinland)
Bottrop,Germany,list,https://en.wikipedia.org/wiki/Bottrop
Boxberg,Germany,list,https://en.wikipedia.org/wiki/Boxberg_(Baden)
Brackenheim,Germany,list,https://en.wikipedia.org/wiki/Brackenheim
Brake,Germany,list,https://en.wikipedia.org/wiki/Brake_(Unterweser)
Brakel,Germany,list,"https://en.wikipedia.org/wiki/Brakel,_Germany"
Bramsche,Germany,list,https://en.wikipedia.org/wiki/Bramsche
Brandenburg an der Havel,Germany,list,https://en.wikipedia.org/wiki/Brandenburg_an_der_Havel
Brand-Erbisdorf,Germany,list,https://en.wikipedia.org/wiki/Brand-Erbisdorf
Brandis,Germany,list,"https://en.wikipedia.org/wiki/Brandis,_Germany"
Braubach,Germany,list,https://en.wikipedia.org/wiki/Braubach
Braunfels,Germany,list,https://en.wikipedia.org/wiki/Braunfels
Braunlage,Germany,list,https://en.wikipedia.org/wiki/Braunlage
Bräunlingen,Germany,list,https://en.wikipedia.org/wiki/Br%C3%A4unlingen
Braunsbedra,Germany,list,https://en.wikipedia.org/wiki/Braunsbedra
Braunschweig,Germany,list,https://en.wikipedia.org/wiki/Braunschweig
Breckerfeld,Germany,list,https://en.wikipedia.org/wiki/Breckerfeld
Bredstedt,Germany,list,https://en.wikipedia.org/wiki/Bredstedt
Breisach,Germany,list,https://en.wikipedia.org/wiki/Breisach
Bremerhaven,Germany,list,https://en.wikipedia.org/wiki/Bremerhaven
Bremervörde,Germany,list,https://en.wikipedia.org/wiki/Bremerv%C3%B6rde
Bretten,Germany,list,https://en.wikipedia.org/wiki/Bretten
Breuberg,Germany,list,https://en.wikipedia.org/wiki/Breuberg
Brilon,Germany,list,https://en.wikipedia.org/wiki/Brilon
Brotterode-Trusetal,Germany,list,https://en.wikipedia.org/wiki/Brotterode-Trusetal
Bruchköbel,Germany,list,https://en.wikipedia.org/wiki/Bruchk%C3%B6bel
Bruchsal,Germany,list,https://en.wikipedia.org/wiki/Bruchsal
Brück,Germany,list,https://en.wikipedia.org/wiki/Br%C3%BCck
Brüel,Germany,list,https://en.wikipedia.org/wiki/Br%C3%BCel
Brühl,Germany,list,https://en.wikipedia.org/wiki/Br%C3%BChl_(Rheinland)
Brunsbüttel,Germany,list,https://en.wikipedia.org/wiki/Brunsb%C3%BCttel
Brüssow,Germany,list,https://en.wikipedia.org/wiki/Br%C3%BCssow
Buchen,Germany,list,https://en.wikipedia.org/wiki/Buchen_(Odenwald)
Buchholz in der Nordheide,Germany,list,https://en.wikipedia.org/wiki/Buchholz_in_der_Nordheide
Buchloe,Germany,list,https://en.wikipedia.org/wiki/Buchloe
Bückeburg,Germany,list,https://en.wikipedia.org/wiki/B%C3%BCckeburg
Buckow,Germany,list,https://en.wikipedia.org/wiki/Buckow
Büdelsdorf,Germany,list,https://en.wikipedia.org/wiki/B%C3%BCdelsdorf
Büdingen,Germany,list,https://en.wikipedia.org/wiki/B%C3%BCdingen
Bühl,Germany,list,https://en.wikipedia.org/wiki/B%C3%BChl_(Baden)
Bünde,Germany,list,https://en.wikipedia.org/wiki/B%C3%BCnde
Büren,Germany,list,https://en.wikipedia.org/wiki/B%C3%BCren_(Westfalen)
Burg,Germany,list,https://en.wikipedia.org/wiki/Burg_bei_Magdeburg
Burgau,Germany,list,https://en.wikipedia.org/wiki/Burgau_(Schwaben)
Burgbernheim,Germany,list,https://en.wikipedia.org/wiki/Burgbernheim
Burgdorf,Germany,list,https://en.wikipedia.org/wiki/Burgdorf_(Hannover)
Bürgel,Germany,list,https://en.wikipedia.org/wiki/B%C3%BCrgel
Burghausen,Germany,list,"https://en.wikipedia.org/wiki/Burghausen,_Alt%C3%B6tting"
Burgkunstadt,Germany,list,https://en.wikipedia.org/wiki/Burgkunstadt
Burglengenfeld,Germany,list,https://en.wikipedia.org/wiki/Burglengenfeld
Burgstädt,Germany,list,https://en.wikipedia.org/wiki/Burgst%C3%A4dt
Burg Stargard,Germany,list,https://en.wikipedia.org/wiki/Burg_Stargard
Burgwedel,Germany,list,https://en.wikipedia.org/wiki/Burgwedel
Burladingen,Germany,list,https://en.wikipedia.org/wiki/Burladingen
Burscheid,Germany,list,https://en.wikipedia.org/wiki/Burscheid
Bürstadt,Germany,list,https://en.wikipedia.org/wiki/B%C3%BCrstadt
Butzbach,Germany,list,https://en.wikipedia.org/wiki/Butzbach
Bützow,Germany,list,https://en.wikipedia.org/wiki/B%C3%BCtzow
Buxtehude,Germany,list,https://en.wikipedia.org/wiki/Buxtehude
Calau,Germany,list,https://en.wikipedia.org/wiki/Calau
Calbe,Germany,list,https://en.wikipedia.org/wiki/Calbe_(Saale)
Calw,Germany,list,https://en.wikipedia.org/wiki/Calw
Castrop-Rauxel,Germany,list,https://en.wikipedia.org/wiki/Castrop-Rauxel
Celle,Germany,list,https://en.wikipedia.org/wiki/Celle
Cham,Germany,list,https://en.wikipedia.org/wiki/Cham_(Oberpfalz)
Chemnitz,Germany,list,https://en.wikipedia.org/wiki/Chemnitz
Clausthal-Zellerfeld,Germany,list,https://en.wikipedia.org/wiki/Clausthal-Zellerfeld
Clingen,Germany,list,https://en.wikipedia.org/wiki/Clingen
Cloppenburg,Germany,list,https://en.wikipedia.org/wiki/Cloppenburg
Coburg,Germany,list,https://en.wikipedia.org/wiki/Coburg
Cochem,Germany,list,https://en.wikipedia.org/wiki/Cochem
Coesfeld,Germany,list,https://en.wikipedia.org/wiki/Coesfeld
Colditz,Germany,list,https://en.wikipedia.org/wiki/Colditz
Cologne,Germany,list,https://en.wikipedia.org/wiki/Cologne
Coswig,Germany,list,https://en.wikipedia.org/wiki/Coswig_(Saxony)
Cottbus,Germany,list,https://en.wikipedia.org/wiki/Cottbus
Crailsheim,Germany,list,https://en.wikipedia.org/wiki/Crailsheim
Creglingen,Germany,list,https://en.wikipedia.org/wiki/Creglingen
Creußen,Germany,list,https://en.wikipedia.org/wiki/Creu%C3%9Fen
Crimmitschau,Germany,list,https://en.wikipedia.org/wiki/Crimmitschau
Crivitz,Germany,list,https://en.wikipedia.org/wiki/Crivitz
Cuxhaven,Germany,list,https://en.wikipedia.org/wiki/Cuxhaven
Daaden,Germany,list,https://en.wikipedia.org/wiki/Daaden
Dachau,Germany,list,"https://en.wikipedia.org/wiki/Dachau,_Bavaria"
Dahlen,Germany,list,https://en.wikipedia.org/wiki/Dahlen_(Saxony)
Dahme/Mark,Germany,list,https://en.wikipedia.org/wiki/Dahme/Mark
Dahn,Germany,list,https://en.wikipedia.org/wiki/Dahn
Damme,Germany,list,https://en.wikipedia.org/wiki/Damme_(Landkreis_Vechta)
Dannenberg,Germany,list,https://en.wikipedia.org/wiki/Dannenberg_(Elbe)
Dargun,Germany,list,https://en.wikipedia.org/wiki/Dargun
Darmstadt,Germany,list,https://en.wikipedia.org/wiki/Darmstadt
Dassel,Germany,list,https://en.wikipedia.org/wiki/Dassel
Dassow,Germany,list,https://en.wikipedia.org/wiki/Dassow
Datteln,Germany,list,https://en.wikipedia.org/wiki/Datteln
Daun,Germany,list,"https://en.wikipedia.org/wiki/Daun,_Germany"
Degenfeld,Germany,list,https://en.wikipedia.org/wiki/Degenfeld
Deggendorf,Germany,list,https://en.wikipedia.org/wiki/Deggendorf
Deidesheim,Germany,list,https://en.wikipedia.org/wiki/Deidesheim
Delbrück,Germany,list,https://en.wikipedia.org/wiki/Delbr%C3%BCck
Delitzsch,Germany,list,https://en.wikipedia.org/wiki/Delitzsch
Delmenhorst,Germany,list,https://en.wikipedia.org/wiki/Delmenhorst
Demmin,Germany,list,https://en.wikipedia.org/wiki/Demmin
Dessau-Roßlau,Germany,list,https://en.wikipedia.org/wiki/Dessau-Ro%C3%9Flau
Detmold,Germany,list,https://en.wikipedia.org/wiki/Detmold
Dettelbach,Germany,list,https://en.wikipedia.org/wiki/Dettelbach
Dieburg,Germany,list,https://en.wikipedia.org/wiki/Dieburg
Diemelstadt,Germany,list,https://en.wikipedia.org/wiki/Diemelstadt
Diepholz,Germany,list,https://en.wikipedia.org/wiki/Diepholz
Dierdorf,Germany,list,https://en.wikipedia.org/wiki/Dierdorf
Dietenheim,Germany,list,https://en.wikipedia.org/wiki/Dietenheim
Dietfurt an der Altmühl,Germany,list,https://en.wikipedia.org/wiki/Dietfurt_an_der_Altm%C3%BChl
Dietzenbach,Germany,list,https://en.wikipedia.org/wiki/Dietzenbach
Diez,Germany,list,"https://en.wikipedia.org/wiki/Diez,_Germany"
Dillenburg,Germany,list,https://en.wikipedia.org/wiki/Dillenburg
Dillingen an der Donau,Germany,list,https://en.wikipedia.org/wiki/Dillingen_an_der_Donau
Dillingen/Saar,Germany,list,https://en.wikipedia.org/wiki/Dillingen/Saar
Dingelstädt,Germany,list,https://en.wikipedia.org/wiki/Dingelst%C3%A4dt
Dingolfing,Germany,list,https://en.wikipedia.org/wiki/Dingolfing
Dinkelsbühl,Germany,list,https://en.wikipedia.org/wiki/Dinkelsb%C3%BChl
Dinklage,Germany,list,https://en.wikipedia.org/wiki/Dinklage
Dinslaken,Germany,list,https://en.wikipedia.org/wiki/Dinslaken
Dippoldiswalde,Germany,list,https://en.wikipedia.org/wiki/Dippoldiswalde
Dissen am Teutoburger Wald,Germany,list,https://en.wikipedia.org/wiki/Dissen_am_Teutoburger_Wald
Ditzingen,Germany,list,https://en.wikipedia.org/wiki/Ditzingen
Döbeln,Germany,list,https://en.wikipedia.org/wiki/D%C3%B6beln
Doberlug-Kirchhain,Germany,list,https://en.wikipedia.org/wiki/Doberlug-Kirchhain
Döbern,Germany,list,https://en.wikipedia.org/wiki/D%C3%B6bern
Dohna,Germany,list,https://en.wikipedia.org/wiki/Dohna
Dömitz,Germany,list,https://en.wikipedia.org/wiki/D%C3%B6mitz
Dommitzsch,Germany,list,https://en.wikipedia.org/wiki/Dommitzsch
Donaueschingen,Germany,list,https://en.wikipedia.org/wiki/Donaueschingen
Donauwörth,Germany,list,https://en.wikipedia.org/wiki/Donauw%C3%B6rth
Donzdorf,Germany,list,https://en.wikipedia.org/wiki/Donzdorf
Dorfen,Germany,list,https://en.wikipedia.org/wiki/Dorfen
Dormagen,Germany,list,https://en.wikipedia.org/wiki/Dormagen
Dornburg-Camburg,Germany,list,https://en.wikipedia.org/wiki/Dornburg-Camburg
Dornhan,Germany,list,https://en.wikipedia.org/wiki/Dornhan
Dornstetten,Germany,list,https://en.wikipedia.org/wiki/Dornstetten
Dorsten,Germany,list,https://en.wikipedia.org/wiki/Dorsten
Dortmund,Germany,list,https://en.wikipedia.org/wiki/Dortmund
Dransfeld,Germany,list,https://en.wikipedia.org/wiki/Dransfeld
Drebkau,Germany,list,https://en.wikipedia.org/wiki/Drebkau
Dreieich,Germany,list,https://en.wikipedia.org/wiki/Dreieich
Drensteinfurt,Germany,list,https://en.wikipedia.org/wiki/Drensteinfurt
Dresden,Germany,list,https://en.wikipedia.org/wiki/Dresden
Drolshagen,Germany,list,https://en.wikipedia.org/wiki/Drolshagen
Duderstadt,Germany,list,https://en.wikipedia.org/wiki/Duderstadt
Duisburg,Germany,list,https://en.wikipedia.org/wiki/Duisburg
Dülmen,Germany,list,https://en.wikipedia.org/wiki/D%C3%BClmen
Düren,Germany,list,https://en.wikipedia.org/wiki/D%C3%BCren
